,Activos,STD_ID_PERSON,STD_N_GENDERESP,Num_Periodo,SSP_ID_CONT_INTERN,SSP_NM_CONT_INESP,SSP_NO_DEFINIDO,CSP_N_AG_CATEGOR,CSP_NM_CATEGORESP,STD_N_WU_TYPEESP,STD_WORK_LOCESP,CSP_N_COLECTIVO,Edad,Nacionalidad,SSP_ID_MINUSVALIA
1947,1,1015597,0,2,28,18,0,1,2,32,0,0,30,9,0
1948,1,1015597,0,1,8,38,1,1,2,31,0,1,30,9,0
1949,1,1015597,0,1,28,18,0,1,2,31,0,0,30,9,0
1950,1,1015598,1,2,5,12,0,0,0,8,0,0,35,9,0
1951,1,1015598,1,1,25,17,1,0,0,8,0,2,35,9,0
1952,1,1015598,1,2,18,42,1,0,0,8,0,2,35,9,0
1953,1,1015598,1,2,11,6,1,0,0,8,0,0,35,9,0
1954,1,1015598,1,2,9,36,1,0,0,8,0,1,35,9,0
1955,1,1015598,1,2,18,42,1,0,0,8,0,2,35,9,0
1956,1,1015598,1,2,13,2,1,0,0,8,0,1,35,9,0
1957,1,1015598,1,2,8,38,1,0,0,8,0,1,35,9,0
1958,1,1015598,1,2,13,2,1,0,0,8,0,1,35,9,0
1959,1,1015598,1,2,25,17,1,0,0,8,0,2,35,9,0
1960,1,1015598,1,1,13,2,1,0,0,8,0,1,35,9,0
1961,1,1015599,0,1,37,31,1,1,2,14,0,2,28,9,0
1962,1,1015599,0,1,18,42,1,1,2,14,0,2,28,9,0
1963,1,1015599,0,1,18,42,1,1,2,14,0,2,28,9,0
1964,1,1015599,0,1,37,31,1,1,2,14,0,2,28,9,0
1965,1,1015599,0,1,37,31,1,1,2,14,0,2,28,9,0
1966,1,1015599,0,1,18,42,1,1,2,14,0,2,28,9,0
1967,1,1015599,0,2,8,38,1,1,2,14,0,1,28,9,0
1968,1,1015599,0,1,37,31,1,1,2,14,0,2,28,9,0
1969,1,1015599,0,2,5,12,0,1,2,26,0,0,28,9,0
1970,1,1015599,0,2,9,36,1,1,2,26,0,1,28,9,0
1971,1,1015599,0,1,18,42,1,1,2,14,0,2,28,9,0
1972,1,1015599,0,2,9,36,1,1,2,14,0,1,28,9,0
1973,1,1015599,0,1,8,38,1,1,2,14,0,1,28,9,0
1974,1,1015599,0,1,37,31,1,1,2,14,0,2,28,9,0
1975,1,1015599,0,1,29,41,1,1,2,14,0,1,28,9,0
1976,1,1015600,0,1,8,38,1,1,4,30,0,1,46,9,0
1977,1,1015601,0,1,5,12,0,1,2,14,0,0,30,9,0
1978,1,1015601,0,1,37,31,1,1,2,14,0,2,30,9,0
1979,1,1015601,0,1,18,42,1,1,2,14,0,2,30,9,0
1980,1,1015601,0,1,40,28,0,1,2,14,0,0,30,9,0
1981,1,1015601,0,1,40,28,0,1,2,14,0,0,30,9,0
1982,1,1015601,0,1,5,12,0,1,2,22,0,0,30,9,0
1983,1,1015601,0,1,22,20,1,1,2,14,0,2,30,9,0
1984,1,1015601,0,1,9,36,1,1,2,14,0,1,30,9,0
1985,1,1015602,0,1,2,45,0,0,0,46,0,0,42,9,0
1986,1,1015602,0,1,20,43,1,0,0,46,0,2,42,9,0
1987,1,1015603,0,1,37,31,1,0,0,55,0,2,35,9,0
1988,1,1015604,0,1,8,38,1,0,0,58,0,1,36,9,0
1989,1,1015604,0,1,37,31,1,0,0,58,0,2,36,9,0
1990,1,1015604,0,4,22,20,1,0,0,58,0,2,36,9,0
1991,1,1015604,0,2,8,38,1,0,0,58,0,1,36,9,0
1992,1,1015604,0,3,8,38,1,0,0,58,0,1,36,9,0
1993,1,1015604,0,3,22,20,1,0,0,58,0,2,36,9,0
1994,1,1015604,0,4,8,38,1,0,0,58,0,1,36,9,0
1995,1,1015604,0,2,37,31,1,0,0,58,0,2,36,9,0
1996,1,1015605,1,1,28,18,0,1,9,31,0,0,39,9,0
1997,1,1015605,1,2,16,4,1,1,9,38,0,2,39,9,0
1998,1,1015605,1,2,5,12,0,1,9,38,0,0,39,9,0
1999,1,1015605,1,1,16,4,1,1,9,31,0,2,39,9,0
2000,1,1015605,1,2,28,18,0,1,9,38,0,0,39,9,0
2001,1,1015606,0,1,18,42,1,1,2,23,0,2,33,9,0
2002,1,1015606,0,1,37,31,1,1,2,23,0,2,33,9,0
2003,1,1015606,0,1,37,31,1,1,2,23,0,2,33,9,0
2004,1,1015607,0,1,5,12,0,1,2,30,0,0,32,9,0
2005,1,1015607,0,1,8,38,1,1,2,30,0,1,32,9,0
2006,1,1015607,0,1,40,28,0,1,2,30,0,0,32,9,0
2007,1,1015607,0,1,18,42,1,1,2,30,0,2,32,9,0
2008,1,1015608,0,1,40,28,0,1,2,38,0,0,31,9,0
2009,1,1015608,0,1,40,28,0,1,2,38,0,0,31,9,0
2010,1,1015608,0,1,30,34,1,1,2,38,0,1,31,9,0
2011,1,1015608,0,2,32,7,1,1,2,38,0,0,31,9,0
2012,1,1015609,1,1,37,31,1,0,0,46,0,2,41,9,0
2013,1,1015609,1,1,5,12,0,0,0,46,0,0,41,9,0
2014,1,1015610,1,1,16,4,1,2,8,65,0,2,34,9,0
2015,1,1015610,1,1,22,20,1,2,8,65,0,2,34,9,0
2016,1,1015610,1,1,5,12,0,2,8,65,0,0,34,9,0
2017,1,1015611,0,4,5,12,0,1,4,38,0,0,31,9,0
2018,1,1015611,0,4,15,1,1,1,4,38,0,0,31,9,0
2019,1,1015611,0,1,25,17,1,1,4,38,0,2,31,9,0
2020,1,1015611,0,4,20,43,1,1,4,38,0,2,31,9,0
2021,1,1015611,0,3,16,4,1,1,4,38,0,2,31,9,0
2022,1,1015611,0,4,9,36,1,1,4,38,0,1,31,9,0
2023,1,1015611,0,2,16,4,1,1,4,38,0,2,31,9,0
2024,1,1015612,0,1,28,18,0,1,2,32,0,0,31,9,0
2025,1,1015612,0,2,5,12,0,1,2,32,0,0,31,9,0
2026,1,1015612,0,2,20,43,1,1,2,32,0,2,31,9,0
2027,1,1015612,0,2,28,18,0,1,2,32,0,0,31,9,0
2028,1,1015612,0,2,16,4,1,1,2,26,0,2,31,9,0
2029,1,1015612,0,2,20,43,1,1,2,26,0,2,31,9,0
2030,1,1015612,0,1,20,43,1,1,2,32,0,2,31,9,0
2031,1,1015612,0,2,5,12,0,1,2,26,0,0,31,9,0
2032,1,1015613,0,1,26,16,1,2,8,62,0,0,52,9,0
2033,1,1015613,0,1,40,28,0,2,8,62,0,0,52,9,0
2034,1,1015613,0,1,40,28,0,2,8,62,0,0,52,9,0
2035,1,1015613,0,1,37,31,1,2,8,62,0,2,52,9,0
2036,1,1015613,0,1,18,42,1,2,8,62,0,2,52,9,0
2037,1,1015613,0,1,41,25,1,2,8,62,0,2,52,9,0
2038,1,1015613,0,1,18,42,1,2,8,62,0,2,52,9,0
2039,1,1015613,0,1,40,28,0,2,8,62,0,0,52,9,0
2040,1,1015613,0,1,40,28,0,2,8,62,0,0,52,9,0
2041,1,1015613,0,1,14,5,1,2,8,62,0,2,52,9,0
2042,1,1015614,0,2,5,12,0,1,4,30,0,0,39,9,0
2043,1,1015614,0,2,8,38,1,1,4,30,0,1,39,9,0
2044,1,1015614,0,1,8,38,1,1,4,30,0,1,39,9,0
2045,1,1015615,0,1,18,42,1,1,2,30,0,2,33,9,0
2046,1,1015616,1,1,28,18,0,1,2,31,0,0,30,9,0
2047,1,1015616,1,1,5,12,0,1,2,31,0,0,30,9,0
2048,1,1015616,1,1,15,1,1,1,2,31,0,0,30,9,0
2049,1,1015617,0,2,5,12,0,0,0,54,0,0,35,9,0
2050,1,1015617,0,1,22,20,1,0,0,54,0,2,35,9,0
2051,1,1015617,0,1,8,38,1,0,0,54,0,1,35,9,0
2052,1,1015617,0,2,8,38,1,0,0,54,0,1,35,9,0
2053,1,1015617,0,2,22,20,1,0,0,54,0,2,35,9,0
2054,1,1015617,0,2,14,5,1,0,0,54,0,2,35,9,0
2055,0,1015617,0,2,5,12,0,0,0,54,0,0,35,9,0
2056,1,1015617,0,2,28,18,0,0,0,54,0,0,35,9,0
2057,1,1015618,0,1,40,28,0,2,8,62,0,0,55,9,0
2058,1,1015618,0,2,38,14,1,2,8,62,0,2,55,9,0
2059,1,1015618,0,2,33,8,1,2,8,62,0,2,55,9,0
2060,1,1015618,0,2,16,4,1,2,8,62,0,2,55,9,0
2061,1,1015619,0,2,14,5,1,1,2,26,0,2,29,9,0
2062,1,1015619,0,1,20,43,1,1,2,31,0,2,29,9,0
2063,1,1015619,0,1,14,5,1,1,2,31,0,2,29,9,0
2064,1,1015619,0,3,22,20,1,1,2,26,0,2,29,9,0
2065,1,1015619,0,2,14,5,1,1,2,26,0,2,29,9,0
2066,1,1015619,0,3,14,5,1,1,2,26,0,2,29,9,0
2067,1,1015619,0,2,22,20,1,1,2,26,0,2,29,9,0
2068,1,1015619,0,2,35,10,1,1,2,26,0,2,29,9,0
2069,1,1015619,0,2,20,43,1,1,2,26,0,2,29,9,0
2070,1,1015620,0,3,16,4,1,1,3,33,0,2,41,9,0
2071,1,1015620,0,3,5,12,0,1,3,33,0,0,41,9,0
2072,1,1015620,0,1,18,42,1,2,7,33,0,2,41,9,0
2073,1,1015620,0,3,24,21,1,1,3,33,0,2,41,9,0
2074,1,1015620,0,2,41,25,1,2,7,33,0,2,41,9,0
2075,1,1015621,0,2,22,20,1,1,2,32,0,2,33,9,0
2076,1,1015621,0,1,22,20,1,1,2,32,0,2,33,9,0
2077,1,1015621,0,1,21,22,1,1,2,32,0,2,33,9,0
2078,1,1015621,0,2,21,22,1,1,2,32,0,2,33,9,0
2079,1,1015622,0,1,5,12,0,1,4,30,0,0,42,9,0
2080,1,1015622,0,1,40,28,0,1,4,23,0,0,42,9,0
2081,1,1015622,0,1,5,12,0,1,4,23,0,0,42,9,0
2082,1,1015623,0,2,11,6,1,1,2,32,0,0,31,9,0
2083,1,1015623,0,1,28,18,0,1,2,32,0,0,31,9,0
2084,1,1015623,0,1,11,6,1,1,2,32,0,0,31,9,0
2085,1,1015623,0,2,28,18,0,1,2,32,0,0,31,9,0
2086,1,1015624,0,2,5,12,0,1,4,31,0,0,55,9,0
2087,1,1015624,0,1,20,43,1,1,4,31,0,2,55,9,0
2088,1,1015624,0,2,28,18,0,1,4,31,0,0,55,9,0
2089,1,1015624,0,2,20,43,1,1,4,31,0,2,55,9,0
2090,1,1015624,0,1,28,18,0,1,4,31,0,0,55,9,0
2091,1,1015624,0,2,28,18,0,1,4,31,0,0,55,9,0
2092,1,1015625,0,1,28,18,0,0,0,2,0,0,43,9,0
2093,1,1015625,0,2,6,39,0,0,0,2,0,0,43,9,0
2094,1,1015625,0,3,6,39,0,0,0,2,0,0,43,9,0
2095,1,1015626,1,1,5,12,0,0,0,2,0,0,34,9,0
2096,1,1015626,1,1,16,4,1,0,0,2,0,2,34,9,0
2097,1,1015627,0,1,11,6,1,1,2,32,0,0,30,9,0
2098,1,1015627,0,3,20,43,1,1,2,32,0,2,30,9,0
2099,1,1015627,0,2,11,6,1,1,2,32,0,0,30,9,0
2100,1,1015627,0,3,5,12,0,1,2,32,0,0,30,9,0
2101,1,1015627,0,1,28,18,0,1,2,32,0,0,30,9,0
2102,1,1015627,0,3,22,20,1,1,2,32,0,2,30,9,0
2103,1,1015627,0,2,9,36,1,1,2,32,0,1,30,9,0
2104,1,1015627,0,2,11,6,1,1,2,31,0,0,30,9,0
2105,1,1015627,0,2,20,43,1,1,2,31,0,2,30,9,0
2106,1,1015627,0,2,9,36,1,1,2,31,0,1,30,9,0
2107,1,1015627,0,2,28,18,0,1,2,32,0,0,30,9,0
2108,1,1015627,0,3,9,36,1,1,2,32,0,1,30,9,0
2109,1,1015627,0,3,16,4,1,1,2,32,0,2,30,9,0
2110,1,1015628,0,1,5,12,0,0,0,61,0,0,41,9,0
2111,1,1015628,0,1,16,4,1,0,0,61,0,2,41,9,0
2112,1,1015629,1,1,29,41,1,0,0,55,0,1,48,9,0
2113,1,1015630,0,1,5,12,0,1,2,26,0,0,34,9,0
2114,1,1015630,0,1,20,43,1,1,2,32,0,2,34,9,0
2115,1,1015630,0,1,28,18,0,1,2,26,0,0,34,9,0
2116,1,1015630,0,1,5,12,0,1,2,32,0,0,34,9,0
2117,1,1015630,0,1,28,18,0,1,2,32,0,0,34,9,0
2118,1,1015630,0,1,16,4,1,1,2,32,0,2,34,9,0
2119,1,1015631,0,3,16,4,1,1,2,32,0,2,30,9,0
2120,1,1015631,0,1,41,25,1,1,2,32,0,2,30,9,0
2121,1,1015631,0,3,5,12,0,1,2,32,0,0,30,9,0
2122,1,1015631,0,3,15,1,1,1,2,32,0,0,30,9,0
2123,1,1015631,0,3,28,18,0,1,2,32,0,0,30,9,0
2124,1,1015631,0,3,20,43,1,1,2,32,0,2,30,9,0
2125,1,1015631,0,2,18,42,1,1,2,32,0,2,30,9,0
2126,1,1015632,1,10,9,36,1,2,8,62,0,1,31,9,0
2127,1,1015632,1,10,22,20,1,2,8,62,0,2,31,9,0
2128,1,1015632,1,8,22,20,1,2,8,62,0,2,31,9,0
2129,1,1015632,1,4,16,4,1,2,8,40,0,2,31,9,0
2130,1,1015632,1,1,18,42,1,2,8,68,0,2,31,9,0
2131,1,1015632,1,12,15,1,1,2,8,62,0,0,31,9,0
2132,1,1015632,1,10,22,20,1,2,8,62,0,2,31,9,0
2133,1,1015632,1,11,22,20,1,2,8,62,0,2,31,9,0
2134,1,1015632,1,1,13,2,1,2,8,68,0,1,31,9,0
2135,1,1015632,1,11,22,20,1,2,8,62,0,2,31,9,0
2136,1,1015632,1,6,16,4,1,2,8,40,0,2,31,9,0
2137,1,1015632,1,6,16,4,1,2,8,68,0,2,31,9,0
2138,1,1015632,1,8,16,4,1,2,8,62,0,2,31,9,0
2139,1,1015632,1,2,16,4,1,2,8,62,0,2,31,9,0
2140,1,1015632,1,7,22,20,1,2,8,40,0,2,31,9,0
2141,1,1015632,1,6,22,20,1,2,8,68,0,2,31,9,0
2142,1,1015632,1,5,16,4,1,2,8,40,0,2,31,9,0
2143,1,1015632,1,9,16,4,1,2,8,62,0,2,31,9,0
2144,1,1015632,1,3,13,2,1,2,8,64,0,1,31,9,0
2145,1,1015632,1,6,22,20,1,2,8,40,0,2,31,9,0
2146,1,1015632,1,6,16,4,1,2,8,68,0,2,31,9,0
2147,1,1015632,1,5,22,20,1,2,8,40,0,2,31,9,0
2148,1,1015633,1,3,5,12,0,1,4,32,0,0,27,9,0
2149,1,1015633,1,1,11,6,1,1,4,38,0,0,27,9,0
2150,1,1015633,1,1,18,42,1,1,4,38,0,2,27,9,0
2151,1,1015633,1,2,11,6,1,1,4,32,0,0,27,9,0
2152,1,1015633,1,3,9,36,1,1,4,32,0,1,27,9,0
2153,1,1015633,1,3,15,1,1,1,4,32,0,0,27,9,0
2154,1,1015633,1,3,20,43,1,1,4,31,0,2,27,9,0
2155,1,1015633,1,1,45,29,1,1,4,38,0,0,27,9,0
2156,1,1015633,1,3,15,1,1,1,4,31,0,0,27,9,0
2157,1,1015633,1,2,45,29,1,1,4,32,0,0,27,9,0
2158,1,1015634,0,5,5,12,0,1,2,31,0,0,29,9,0
2159,1,1015634,0,3,8,38,1,1,2,14,0,1,29,9,0
2160,1,1015634,0,5,40,28,0,1,2,14,0,0,29,9,0
2161,1,1015634,0,5,15,1,1,1,2,14,0,0,29,9,0
2162,1,1015634,0,5,9,36,1,1,2,14,0,1,29,9,0
2163,1,1015634,0,4,16,4,1,1,2,14,0,2,29,9,0
2164,1,1015634,0,1,8,38,1,1,2,14,0,1,29,9,0
2165,1,1015634,0,5,40,28,0,1,2,14,0,0,29,9,0
2166,1,1015634,0,5,15,1,1,1,2,31,0,0,29,9,0
2167,1,1015634,0,3,22,20,1,1,2,14,0,2,29,9,0
2168,1,1015634,0,2,22,20,1,1,2,14,0,2,29,9,0
2169,1,1015634,0,2,8,38,1,1,2,14,0,1,29,9,0
2170,1,1015635,0,1,25,17,1,1,2,30,0,2,34,9,0
2171,1,1015635,0,3,28,18,0,1,2,30,0,0,34,9,0
2172,1,1015635,0,3,5,12,0,1,2,30,0,0,34,9,0
2173,1,1015635,0,3,15,1,1,1,2,30,0,0,34,9,0
2174,1,1015635,0,2,28,18,0,1,2,30,0,0,34,9,0
2175,1,1015635,0,2,15,1,1,1,2,30,0,0,34,9,0
2176,1,1015635,0,1,15,1,1,1,2,30,0,0,34,9,0
2177,1,1015635,0,2,25,17,1,1,2,30,0,2,34,9,0
2178,1,1015636,0,1,37,31,1,1,2,31,0,2,31,9,0
2179,1,1015636,0,2,15,1,1,1,2,31,0,0,31,9,0
2180,1,1015636,0,2,5,12,0,1,2,38,0,0,31,9,0
2181,1,1015636,0,2,9,36,1,1,2,38,0,1,31,9,0
2182,1,1015636,0,2,9,36,1,1,2,31,0,1,31,9,0
2183,1,1015636,0,2,40,28,0,1,2,38,0,0,31,9,0
2184,1,1015637,0,6,40,28,0,1,2,30,0,0,33,9,0
2185,1,1015637,0,1,22,20,1,1,2,30,0,2,33,9,0
2186,1,1015637,0,7,20,43,1,1,2,30,0,2,33,9,0
2187,1,1015637,0,2,22,20,1,1,2,30,0,2,33,9,0
2188,1,1015637,0,3,44,24,1,1,2,30,0,2,33,9,0
2189,1,1015637,0,3,36,9,1,1,2,30,0,2,33,9,0
2190,1,1015637,0,3,22,20,1,1,2,30,0,2,33,9,0
2191,1,1015637,0,4,22,20,1,1,2,30,0,2,33,9,0
2192,1,1015637,0,6,16,4,1,1,2,30,0,2,33,9,0
2193,1,1015637,0,5,41,25,1,1,2,30,0,2,33,9,0
2194,1,1015637,0,1,41,25,1,1,2,30,0,2,33,9,0
2195,1,1015637,0,4,36,9,1,1,2,30,0,2,33,9,0
2196,1,1015637,0,2,41,25,1,1,2,30,0,2,33,9,0
2197,1,1015637,0,3,38,14,1,1,2,30,0,2,33,9,0
2198,1,1015637,0,8,1,40,0,1,2,30,0,0,33,9,0
2199,1,1015637,0,5,22,20,1,1,2,30,0,2,33,9,0
2200,1,1015637,0,2,38,14,1,1,2,30,0,2,33,9,0
2201,1,1015637,0,6,28,18,0,1,2,30,0,0,33,9,0
2202,1,1015637,0,4,41,25,1,1,2,30,0,2,33,9,0
2203,1,1015637,0,3,41,25,1,1,2,30,0,2,33,9,0
2204,1,1015637,0,7,1,40,0,1,2,30,0,0,33,9,0
2205,1,1015637,0,8,20,43,1,1,2,30,0,2,33,9,0
2206,1,1015637,0,6,16,4,1,1,2,30,0,2,33,9,0
2207,1,1015638,1,1,5,12,0,0,0,61,0,0,36,9,0
2208,1,1015638,1,1,18,42,1,0,0,61,0,2,36,9,0
2209,1,1015638,1,1,28,18,0,0,0,61,0,0,36,9,0
2210,1,1015639,0,1,8,38,1,1,2,30,0,1,44,9,0
2211,1,1015639,0,1,29,41,1,1,2,30,0,1,44,9,0
2212,1,1015640,1,1,28,18,0,2,8,62,0,0,37,9,0
2213,1,1015640,1,1,5,12,0,2,8,62,0,0,37,9,0
2214,1,1015641,1,1,22,20,1,0,0,50,0,2,35,9,0
2215,1,1015641,1,3,1,40,0,0,0,50,0,0,35,9,0
2216,1,1015642,0,1,26,16,1,1,2,30,0,0,35,9,0
2217,1,1015643,0,2,5,12,0,1,2,32,0,0,30,9,0
2218,1,1015643,0,2,28,18,0,1,2,32,0,0,30,9,0
2219,1,1015643,0,1,28,18,0,1,2,32,0,0,30,9,0
2220,1,1015643,0,1,20,43,1,1,2,32,0,2,30,9,0
2221,1,1015643,0,1,20,43,1,1,2,32,0,2,30,9,0
2222,1,1015643,0,2,15,1,1,1,2,32,0,0,30,9,0
2223,1,1015643,0,2,28,18,0,1,2,26,0,0,30,9,0
2224,1,1015643,0,1,16,4,1,1,2,32,0,2,30,9,0
2225,1,1015643,0,2,28,18,0,1,2,32,0,0,30,9,0
2226,1,1015643,0,1,15,1,1,1,2,32,0,0,30,9,0
2227,1,1015643,0,2,15,1,1,1,2,26,0,0,30,9,0
2228,1,1015643,0,1,16,4,1,1,2,32,0,2,30,9,0
2229,1,1015643,0,2,16,4,1,1,2,32,0,2,30,9,0
2230,1,1015644,0,1,5,12,0,0,0,2,0,0,35,9,0
2231,1,1015644,0,1,18,42,1,0,0,2,0,2,35,9,0
2232,1,1015644,0,1,7,13,0,0,0,2,0,0,35,9,0
2233,1,1015645,0,1,40,28,0,1,4,23,0,0,40,9,0
2234,1,1015646,0,4,20,43,1,1,4,40,0,2,36,9,0
2235,1,1015646,0,5,20,43,1,1,4,17,0,2,36,9,0
2236,1,1015646,0,4,20,43,1,1,4,40,0,2,36,9,0
2237,1,1015646,0,5,20,43,1,1,4,17,0,2,36,9,0
2238,1,1015646,0,5,28,18,0,1,4,40,0,0,36,9,0
2239,1,1015646,0,5,5,12,0,1,4,40,0,0,36,9,0
2240,1,1015646,0,5,20,43,1,1,4,40,0,2,36,9,0
2241,1,1015646,0,3,28,18,0,1,4,40,0,0,36,9,0
2242,1,1015646,0,3,20,43,1,1,4,40,0,2,36,9,0
2243,1,1015646,0,2,28,18,0,1,4,40,0,0,36,9,0
2244,1,1015646,0,2,20,43,1,1,4,40,0,2,36,9,0
2245,1,1015646,0,3,20,43,1,1,4,40,0,2,36,9,0
2246,1,1015646,0,4,20,43,1,1,4,40,0,2,36,9,0
2247,1,1015646,0,1,21,22,1,1,4,40,0,2,36,9,0
2248,1,1015646,0,2,21,22,1,1,4,40,0,2,36,9,0
2249,1,1015646,0,1,28,18,0,1,4,40,0,0,36,9,0
2250,1,1015647,0,5,5,12,0,1,2,23,0,0,33,9,0
2251,1,1015647,0,1,16,4,1,1,2,23,0,2,33,9,0
2252,1,1015647,0,3,16,4,1,1,2,23,0,2,33,9,0
2253,1,1015647,0,2,37,31,1,1,2,32,0,2,33,9,0
2254,1,1015647,0,3,37,31,1,1,2,23,0,2,33,9,0
2255,1,1015647,0,5,28,18,0,1,2,23,0,0,33,9,0
2256,1,1015647,0,5,40,28,0,1,2,23,0,0,33,9,0
2257,1,1015647,0,1,25,17,1,1,2,23,0,2,33,9,0
2258,1,1015647,0,4,28,18,0,1,2,23,0,0,33,9,0
2259,1,1015647,0,5,16,4,1,1,2,23,0,2,33,9,0
2260,1,1015647,0,2,16,4,1,1,2,32,0,2,33,9,0
2261,1,1015647,0,2,25,17,1,1,2,32,0,2,33,9,0
2262,1,1015648,0,1,40,28,0,1,4,32,0,0,29,9,0
2263,1,1015648,0,1,5,12,0,1,4,32,0,0,29,9,0
2264,1,1015648,0,1,40,28,0,1,4,32,0,0,29,9,0
2265,1,1015648,0,1,9,36,1,1,4,32,0,1,29,9,0
2266,1,1015648,0,1,15,1,1,1,4,32,0,0,29,9,0
2267,0,1015649,0,1,5,12,0,1,2,26,0,0,30,9,0
2268,1,1015649,0,1,30,34,1,1,2,26,0,1,30,9,0
2269,1,1015649,0,1,40,28,0,1,2,26,0,0,30,9,0
2270,1,1015649,0,1,5,12,0,1,2,26,0,0,30,9,0
2271,1,1015649,0,1,9,36,1,1,2,26,0,1,30,9,0
2272,1,1015650,0,1,29,41,1,0,0,39,0,1,41,9,0
2273,1,1015651,0,1,40,28,0,1,2,30,0,0,33,9,0
2274,1,1015652,0,1,8,38,1,1,2,30,0,1,32,9,0
2275,1,1015652,0,1,5,12,0,1,2,30,0,0,32,9,0
2276,1,1015653,0,1,40,28,0,0,0,51,0,0,38,9,0
2277,1,1015653,0,1,30,34,1,0,0,51,0,1,38,9,0
2278,1,1015653,0,1,7,13,0,0,0,51,0,0,38,9,0
2279,1,1015653,0,1,40,28,0,0,0,51,0,0,38,9,0
2280,1,1015653,0,1,32,7,1,0,0,51,0,0,38,9,0
2281,1,1015654,0,5,5,12,0,1,4,31,0,0,29,9,0
2282,1,1015654,0,1,28,18,0,1,4,31,0,0,29,9,0
2283,1,1015654,0,1,22,20,1,1,4,31,0,2,29,9,0
2284,1,1015654,0,2,22,20,1,1,4,15,0,2,29,9,0
2285,1,1015654,0,2,28,18,0,1,4,15,0,0,29,9,0
2286,1,1015654,0,5,5,12,0,1,4,38,0,0,29,9,0
2287,1,1015654,0,4,42,32,1,1,4,31,0,2,29,9,0
2288,1,1015654,0,5,20,43,1,1,4,38,0,2,29,9,0
2289,1,1015654,0,2,22,20,1,1,4,15,0,2,29,9,0
2290,1,1015654,0,2,22,20,1,1,4,15,0,2,29,9,0
2291,1,1015654,0,3,22,20,1,1,4,15,0,2,29,9,0
2292,1,1015654,0,3,22,20,1,1,4,15,0,2,29,9,0
2293,1,1015654,0,4,22,20,1,1,4,31,0,2,29,9,0
2294,1,1015654,0,3,22,20,1,1,4,15,0,2,29,9,0
2295,1,1015654,0,4,22,20,1,1,4,31,0,2,29,9,0
2296,1,1015654,0,4,22,20,1,1,4,31,0,2,29,9,0
2297,1,1015654,0,4,22,20,1,1,4,31,0,2,29,9,0
2298,1,1015654,0,4,20,43,1,1,4,31,0,2,29,9,0
2299,1,1015654,0,5,22,20,1,1,4,38,0,2,29,9,0
2300,1,1015655,0,1,18,42,1,0,0,46,0,2,38,9,0
2301,1,1015655,0,1,1,40,0,0,0,46,0,0,38,9,0
2302,1,1015656,0,1,5,12,0,1,4,31,0,0,30,9,0
2303,1,1015656,0,1,40,28,0,1,4,31,0,0,30,9,0
2304,1,1015657,0,2,8,38,1,1,4,30,0,1,33,9,0
2305,1,1015657,0,2,5,12,0,1,4,31,0,0,33,9,0
2306,1,1015657,0,1,18,42,1,1,4,14,0,2,33,9,0
2307,1,1015657,0,2,5,12,0,1,4,30,0,0,33,9,0
2308,1,1015658,0,3,16,4,1,1,4,26,0,2,29,9,0
2309,1,1015658,0,6,16,4,1,1,4,26,0,2,29,9,0
2310,1,1015658,0,1,8,38,1,1,4,23,0,1,29,9,0
2311,1,1015658,0,7,8,38,1,1,4,31,0,1,29,9,0
2312,1,1015658,0,5,28,18,0,1,4,26,0,0,29,9,0
2313,1,1015658,0,3,22,20,1,1,4,26,0,2,29,9,0
2314,1,1015658,0,6,35,10,1,1,4,26,0,2,29,9,0
2315,1,1015658,0,4,22,20,1,1,4,26,0,2,29,9,0
2316,1,1015658,0,6,16,4,1,1,4,26,0,2,29,9,0
2317,1,1015658,0,4,16,4,1,1,4,26,0,2,29,9,0
2318,1,1015658,0,2,22,20,1,1,4,26,0,2,29,9,0
2319,1,1015659,0,1,8,38,1,0,0,46,0,1,36,9,0
2320,1,1015660,0,1,28,18,0,2,8,75,0,0,50,9,0
2321,1,1015661,0,2,5,12,0,1,3,10,0,0,26,9,0
2322,1,1015661,0,2,16,4,1,2,7,10,0,2,26,9,0
2323,1,1015661,0,2,18,42,1,2,7,10,0,2,26,9,0
2324,1,1015661,0,1,22,20,1,2,7,10,0,2,26,9,0
2325,1,1015661,0,2,5,12,0,2,7,10,0,0,26,9,0
2326,1,1015662,0,2,41,25,1,1,4,31,0,2,33,9,0
2327,1,1015662,0,1,8,38,1,1,4,31,0,1,33,9,0
2328,1,1015663,0,1,8,38,1,1,2,30,0,1,33,9,0
2329,1,1015664,0,2,41,25,1,1,4,32,0,2,38,9,0
2330,1,1015664,0,1,22,20,1,1,4,32,0,2,38,9,0
2331,1,1015665,0,1,8,38,1,1,4,23,0,1,34,9,0
2332,1,1015666,0,1,8,38,1,1,2,23,0,1,28,9,0
2333,1,1015667,0,2,30,34,1,0,0,40,0,1,33,9,0
2334,1,1015667,0,1,16,4,1,0,0,40,0,2,33,9,0
2335,1,1015668,0,4,5,12,0,2,8,62,0,0,43,9,0
2336,0,1015668,0,4,9,36,1,2,8,62,0,1,43,9,0
2337,1,1015668,0,4,9,36,1,2,8,62,0,1,43,9,0
2338,1,1015668,0,4,22,20,1,2,8,62,0,2,43,9,0
2339,1,1015668,0,1,28,18,0,2,8,62,0,0,43,9,0
2340,1,1015668,0,2,28,18,0,2,8,62,0,0,43,9,0
